sent	sentiment
['성적', '때문', '힘들', '때', '엄마', '고민', '상담', '해', '주', '기뻐']	0
['친한', '선배', '퇴직금', '창업', '권해', '줬']	3
['고심', '끝', '부모', '내', '동성애자', '인', '사실', '말씀', '드렸', '이해', '주', '기뻐']	0
['요새', '반', '따돌림', '당해서', '힘들', '학원', '친구', '말', '화내', '줘서', '기뻤']	0
['처음', '학교', '갔', '아무', '말', '섞', '못해서', '실망', '이', '기대']	5
['고등학생', '되', '공부', '해야', '하', '귀찮']	2
['아들', '간병인', '비용', '내', '않', '이제', '나', '혼자', '생활', '게', '싫']	5
['건강', '검진', '받', '갑상샘', '기능', '좋', '않', '해서', '남편', '얘길', '했', '대수롭', '않', '반응', '했']	5
['부하', '직원', '대화', '내', '하', '화', '내버렸']	1
['노년기', '건강', '돈', '없', '소외', '느낌', '이']	4
['나', '샘', '나']	4
['얼마', '전', '큰', '세미나', '주관', '좋', '방향', '마무리']	0
['싫', '하', '선생', '있', '인사', '하', '싫', '눈', '마주치', '보', '화', '나']	2
['난', '대학', '졸업', '후', '취업', '했', '학자금', '대출', '남', '있', '걱정', '돼']	3
['손녀딸', '태어났', '기뻐']	0
['난', '공부', '커닝', '애', '일', '등', '했']	3
['짓', '해도', '허리', '아파서', '짜증', '나']	2
['물배', '차서', '힘들', '큰', '딸', '장', '건강', '음료', '사', '와서', '먹여']	3
['손주', '넘어져', '울', '있', '무릎', '불편', '마음', '갈', '수', '없', '불안']	3
['우리', '팀장', '때문', '스트레스', '받', '팀원', '생겼']	3
['친구', '시험', '끝', '나', '봤', '물', '봤', '봤', '하', '성적', '나', '나왔']	4
['십', '년', '뒤', '자유', '살', '싶', '생각', '있']	3
['은퇴', '후', '행복', '여유', '살', '못할', '것', '같', '회의감', '들']	3
['조별', '과제', '하', '의견', '조율', '돼서', '동기', '감정싸움', '해서', '슬퍼']	5
['이번', '면접', '떨어졌']	2
['학교', '폭력', '당하', '있', '괴로워']	4
['회사', '동료', '사무실', '공기', '숨', '막힐', '지경', '이']	3
['회사', '일', '문제', '생겨서', '하루', '종일', '일', '했', '하루', '였']	2
['이번', '시험', '성적', '생각', '나와서', '안심', '이']	0
['후배', '승진', '상처', '받']	4
['사업', '실패', '그동안', '모아뒀', '재산', '날리', '되', '속상해']	1
['나', '배구', '선수', '될', '거', '야', '배구', '자신', '있']	0
['은퇴', '해야', '하', '데', '모아', '둔', '돈', '없', '걱정', '이']	4
['김', '씨', '관절염', '때문', '하', '해서', '노인정', '일', '나', '하', '스트레스', '야']	3
['친구', '싸웠']	3
['어쩔', '수', '친구', '결혼식', '가', '나']	4
['부동산', '사장', '내', '원', '병원', '근처', '있', '좋', '집', '소개', '주']	0
['사채', '갚', '사람', '연락', '와서', '힘들']	4
['나', '나', '자랐', '친구', '죽', '병원', '있', '나', '있', '외롭', '죽음', '두려워']	1
['나', '미쳐', '버릴', '거', '같']	2
['코로나', '학교', '가', '아이', '친구', '사귈', '기회', '없', '풀', '죽']	5
['팀장', '시작', '프로젝트', '참여', '싶', '하', '될까', '봐', '걱정', '이', '저번', '나', '떨어졌']	3
['동생', '식구', '여행', '간다', '그걸', '부러워하', '질투', '내', '싫']	4
['내', '원', '일', '이게', '아닌데']	3
['내', '친구', '근육', '크', '만들', '나', '징그럽']	1
['결혼', '하', '난리', '일까', '환멸', '느껴']	5
['친구', '싸웠', '내', '자기', '짜증', '부린다고', '하']	2
['입원', '있', '동안', '주식', '공부', '했', '자신', '생겼']	0
['몸', '아파서', '참석', '한', '건데', '사람', '거짓말', '만들']	0
['남편', '옷', '여자', '립스틱', '묻', '있', '것', '보', '놀랐']	4
['내', '손자', '놀이', '공원', '가', '주', '했', '가', '주', '손자', '실망']	4
['아들', '식사', '문제', '시도', '때', '할지', '모르']	2
['여자', '친구', '줄', '반지', '잃어버릴', '뻔']	0
['허리', '디스크', '고생', '스포츠', '댄스', '교실', '다니', '좋', '졌']	0
['어렸', '때', '건강', '관리', '해둘', '걸', '그랬']	5
['요통', '고생', '죽', '게', '낫', '스트레스', '받']	3
['나', '우울']	5
['내', '비밀', '내', '친구', '친구', '이야기', '당황']	1
['오랫동안', '사귄', '남자', '친구', '집안', '반대', '헤어져서', '슬퍼']	4
['학교', '가', '아이', '만나', '한다는', '사실', '아침', '눈뜨', '두려워']	3
['우리', '학교', '주임', '할', '일', '없', '쉬', '시간', '돌아다녀', '미칠', '것', '같']	2
['내', '여자', '라고', '입사', '동기', '중', '나', '정리', '당해서']	4
['만성', '질환', '때문', '일', '못하', '잔고', '줄어들', '이래서', '버틸', '수', '있', '걱정', '이']	3
['회사', '사정', '좋', '상사', '안심', '거', '겠', '슬프']	5
['일', '많', '힘드']	5
['나이', '먹']	4
['나', '괴롭히', '애', '학', '폭위', '징계', '처분', '받']	0
['딸', '결혼', '약속', '했었', '파혼']	3
['노후', '자금', '준비', '사기', '당해', '버렸', '뭘', '할지', '모르']	4
['건강', '생각', '먹', '것', '먹', '재미', '없']	5
['나가', '친구', '있', '얼마', '전', '친구', '모임', '갔', '질투', '생겨', '재밌', '않']	4
['오늘', '하', '프로젝트', '끝낼', '줄', '알', '오류', '발생', '고치', '시간', '걸릴지', '모르']	5
['나', '친구', '집', '지갑', '두', '왔']	1
['내', '도움', '드린', '적', '있', '사장', '이제', '나', '도움', '주', '주머니', '사정', '편해졌']	0
['이번', '친구', '등산', '왔', '하나', '따라가', '반', '올라가', '내', '체력', '정도', '였', '당황']	1
['이번', '프러포즈', '성공', '결혼', '수', '있', '거', '같']	0
['회사', '내', '일', '아닌데', '혼나']	4
['시집살이', '때문', '힘들']	4
['남편', '술', '마시', '건강', '위해서', '마시', '좋', '말', '했', '공격', '말', '버렸']	5
['뭐', '야', '이거', '줄', '인', '것', '이', '여자', '친구', '임신', '봐', '혼란']	3
['공원', '손잡', '가', '초등학생', '아들', '잃어버렸', '불안', '초조']	3
['가난', '벗어나', '싶']	4
['폐암', '이', '진단', '받', '남편', '떠나', '보내', '불안']	3
['자식', '요양', '병원', '들어가', '말']	3
['그래도', '난', '몸', '약한데', '코', '나가', '종식', '않', '불안', '죽']	3
['나', '걱정', '있']	3
['이번', '노래자랑', '장려상', '받', '기분', '날아갈', '것', '같']	0
['기나긴', '세월', '동안', '일', '해', '왔', '남', '있', '친구', '없']	5
['인간', '원', '게', '내', '퇴사', '아닐까', '싶']	5
['부모', '남자', '친구', '결혼', '물질', '많', '도움', '주', '감사']	0
['동생', '몸', '좋', '뱀술', '가져왔', '먹', '싫']	5
['불경기', '계속', '버티', '힘들', '급여', '삭감', '해야', '하', '마음', '좋']	1
['얼마', '만', '느끼', '여유', '인지', '행복']	0
['준비', '대로', '면접', '봐서', '합격', '것', '같']	0
['밤', '클럽', '노', '직원', '오늘', '모습', '앉', '있']	1
['친구', '내', '직업', '대해', '비난', '것', '같', '화나']	2
['친구', '친하', '지내', '게', '화', '나']	4
['진로', '정해야', '할지', '혼란', '하', '것', '없', '것', '같']	3
['내', '뇌출혈', '입원', '되', '친구', '가족', '돌아갈', '수', '있', '확신']	0
['난', '삼겹살', '좋']	0
['아들', '할아버지', '닮', '노래', '소질', '있', '가수', '라는', '꿈', '이룰', '거', '같']	0
['학교', '괴롭힘', '당했', '부모', '나', '혼내']	4
['양수', '터져서', '입원', '당장', '내일', '출산', '할지', '모른대']	3
['친구', '집', '편하', '지내', '왔']	0
['이번', '코로나', '때문', '무급', '휴직', '받', '큰일', '이']	4
['일', '때', '요점', '정리', '노트', '보이', '않', '어디', '간', '거', '지', '버린', '건가']	3
['애', '교육비', '많', '지출', '했었', '봐']	4
['아들', '수술', '했', '결과', '좋', '좋', '마음', '불안']	4
['사업', '풀려서', '친구', '점', '보', '부적', '사', '데', '돈', '써서']	3
['내', '성적', '좋', '않', '실망']	5
['죽', '전', '이것저것', '해', '보', '싶', '딸', '사위', '눈치', '보', '되']	4
['건강', '관리', '한다고', '아내', '잔소리', '들', '마음', '불편']	4
['요즘', '젊', '사람', '암', '사망']	5
['집', '들어가', '아무', '없', '나', '혼자', '인', '거', '같']	4
['나이', '들', '결혼', '하', '싶']	2
['동안', '인생', '속', '쓰리', '허무', '느껴져', '노후', '걱정', '말', '이']	5
['친구', '결혼', '나', '연애', '하', '있', '슬퍼']	5
['중학생', '인', '나', '우리', '가족', '관계', '만족']	0
['이번', '내', '이', '년', '후배', '부장', '승진', '일', '하', '대인', '관계', '좋', '쓸', '만']	0
['여름', '방학', '때', '가족', '해외여행', '다녀올', '수', '있', '좋']	0
['내', '뭘', '좋', '하', '모르']	5
['친한', '친구', '의심', '싸우', '됐']	1
['단순', '몸살감기', '인', '줄', '알', '알', '보', '결핵', '이', '혼란']	3
['입시', '힘들', '포기', '싶']	3
['아르바이트', '고용', '일', '해서', '화', '나']	2
['분홍색', '머리', '염색', '해도', '될까']	1
['내일', '이', '회사', '그만두', '되', '우리', '아이', '내', '아내', '먹여', '살려야', '할지', '눈물', '나']	5
['상사', '일', '주일', '업무', '내일', '하', '싫']	1
['이야기', '것', '때문', '가족', '분위기', '좋', '졌']	4
['옛날', '나이', '돈', '벌', '사', '했', '아들', '다달', '주', '용돈', '있', '다행', '이']	0
['큰일', '났']	3
['나', '괴롭히', '애', '오늘', '애', '괴롭히', '있', '난', '행동', '할지', '모르']	3
['남', '취업', '나', '뭔가', '부족', '사람', '인가', '봐']	1
['앞', '동창', '모임', '가', '말', '봐', '열등', '느껴져서', '좋']	1
['난', '계', '모임', '친구', '있', '오랫동안', '알', '지낸', '친구', '있', '느낌', '이']	0
['일', '있']	4
['복지', '재단', '믿', '기부', '했', '일', '하', '짜증', '나']	2
['오늘', '엄마', '동생', '때렸', '나', '혼']	4
['이달', '당', '수치', '낮춰야', '해서', '고민', '이']	2
['내', '입원', '한', '상황', '인데', '병문', '오', '빈손', '왔', '속상하']	2
['급한', '일', '생겼', '평소', '친한', '사람', '연락', '돼서', '도움', '요청', '곳', '없', '당황']	1
['나', '죽음', '두렵', '않']	0
['돈', '때문', '건강', '생각', '않', '일', '했', '지난', '세월', '떠오르', '시간', '애석', '해']	3
['난', '남자', '친구', '싸우', '나', '화해', '할지', '모르']	3
['아들', '성장', '폭력', '인', '성격', '될', '것', '같', '바뀔', '수', '없', '봐', '두려워']	3
['나', '퇴직', '때', '다가오', '데', '모아', '놓', '돈', '없', '걱정', '이']	5
['대입', '컨설팅', '내', '성적', '원', '대학', '갈', '수', '없']	5
['남편', '퇴직', '이후', '일', '할', '생각', '해', '나', '혼자', '가정', '먹여', '살', '말', '이']	2
['회사', '그만두', '사직서', '내', '집', '있', '가족', '생각', '나', '슬퍼']	5
['나이', '먹', '했', '몰라']	1
['우리', '부모', '학교', '누가', '나', '괴롭힐', '때', '마다', '나서', '해결', '주']	0
['주변', '사람', '친하', '지낼', '필요', '없', '것', '같']	3
['커닝', '페이퍼', '친구', '들켜서', '놀림', '받', '부끄러워']	1
['난', '결혼', '아이', '낳', '않', '거', '야']	2
['업무', '실수', '있', '시간', '없', '냈', '부장', '눈치', '채', '봐']	3
['공부', '해뒀', '시험', '걱정', '되', '편안']	0
[]	4
['오랫동안', '다닌', '회사', '정리', '쉬', '싶', '정도', '연금', '준비', '여유', '생겼', '뭘', '준비', '좋']	0
['나', '시험', '성적', '좋', '않']	5
['지난주', '건강', '검진', '받']	0
['요즘', '일', '많', '그런지', '허리', '좋', '것', '같']	5
['윗사람', '아랫사람', '부려', '먹', '안달', '인지', '몰라']	4
['하', '일', '노래', '교실', '다니', '친구', '내', '처지', '비교', '돼서', '화', '나']	2
['학원', '선생', '이번', '시키', '대로', '했', '시험', '맞']	0
['학원', '친구', '나', '좋', '대학교', '합격', '기분', '좋']	4
['일', '직장', '경영', '어려워져서', '결국', '폐업']	5
['나', '내', '노력', '살아왔', '생각']	5
['친구', '우리', '집', '가난', '놀려서', '짜증', '나', '마음', '엄마', '화', '내버렸', '사과', '하']	4
['여자', '친구', '임신', '마음', '혼란']	3
['일', '하', '병', '얻', '통장', '돈', '보', '일', '보람', '있', '편안', '노후', '생각', '기뻐']	0
['집', '애', '연락', '받', '집사람', '쓰러졌']	3
['아내', '아이', '원하', '나', '조심', '아이', '키울', '수', '있', '모르']	3
['내', '가', '싶', '학교', '결국', '원서', '넣', '못했']	4
['김', '부장', '회식', '옆', '자리', '술', '따르', '거', '있', '최악', '이']	5
['돈', '쓰', '사', '자식', '우리', '돈', '아끼', '살', '말', '말', '들으니', '속상하']	2
['주변', '친구', '비교', '나', '노후', '준비', '하', '못했', '자란', '자식', '걱정', '하', '우리', '부부', '여생', '보낼', '수', '있', '방법', '찾', '겠어']	2
['우울증', '걸려서', '그런지', '세상', '즐거운', '일', '이', '하나', '없', '것', '같']	5
['내', '외모', '지적', '오빠', '미워']	2
['친구', '만났']	0
['돈', '없', '줄', '이']	3
['아파서', '오랫동안', '투병', '보', '가족', '멀', '진', '느낌', '이']	4
['요즘', '자', '일어나', '기분']	0
['내', '당뇨', '약', '먹', '혈압', '약', '먹', '이번', '의사', '혈압', '높', '하']	3
['백', '시대', '라는', '말', '들으면', '마음', '불편']	3
['옆', '환자', '간호사', '퇴원', '하', '내', '퇴원', '것', '기쁘', '슬프']	5
['회사', '면접', '준비', '끝내', '마음', '면접', '장', '갔']	0
['내', '친구', '집안', '살', '평생', '부러움', '느껴졌']	1
['세월', '가', '지인', '멀', '진', '기분', '이', '슬퍼']	4
['딸', '나', '말', '않', '비밀', '아내', '말', '주']	4
['우리', '엄마', '이번', '달', '부서', '내', '평판', '좋', '영업', '실적', '일위', '되', '것', '같']	0
['친구', '하', '가게', '코로나', '영업', '해', '좌절감', '커']	3
['나', '말', '한', '적', '없', '걔', '맞', '모르']	4
['난', '앞', '내', '삶', '생각', '싶', '않', '세월', '흘러가', '대로', '지낼', '거', '야']	0
['조건', '보', '중매', '통해', '결혼', '사랑', '감정', '들', '화', '나']	2
['회사', '내', '존재감', '없', '것', '같', '외로웠']	1
['퇴직금', '받', '기분', '야']	2
['일', '하', '싶', '해야', '할지', '모르']	3
['아이', '결혼', '자금', '충당', '노후', '자금', '좋']	0
['회의', '시간', '아무', '나', '아이디어', '동의', '않']	1
['공부', '하', '졸려서', '큰일', '이']	2
['아들', '퇴원', '날', '내', '병', '완치', '것', '아니', '말', '두렵', '혼란']	3
['누구', '운동', '건강', '관리', '했', '생각', '내', '몸', '배신', '느낌', '이']	4
['야근', '잦', '져서', '힘들', '내', '체력', '좋']	3
['그', '연인', '지내', '위해서', '나', '시간', '노력', '배', '투자', '해']	4
['은퇴', '앞두', '가지', '후회', '드']	5
['의사', '선생', '혈당', '올랐', '조심', '하']	2
['정년퇴직', '나', '만성', '질환', '고생', '있']	0
['친구', '대화', '데', '나', '모르', '이야기', '여서', '겉도', '기분', '이']	4
['취업', '하', '거', '야']	1
['나', '코로나', '이후', '친구', '모임', '갔었', '단체', '채팅', '방', '만나', '놀', '하', '데', '혼자', '간다고', '거부']	4
['아들', '결혼', '돈', '필요', '구해야', '할', '거', '같']	3
['남자', '친구', '말다툼', '하', '중', '나', '상처', '되', '말', '꺼내', '좌절']	2
['나', '살', '싶', '않', '죽', '괜찮', '것', '같']	5
['요즘', '몸', '아프', '힘드']	5
['따돌림', '당하', '친구', '조심', '도움', '필요', '얘기', '했']	3
['하나', '인', '손자', '내', '병', '원비', '때문', '자퇴', '일', '있', '미안']	4
['여자', '친구', '연애', '하', '싸우', '돼서', '당황']	1
['속', '셈', '주식', '거래', '성공', '줄', '몰랐', '다행', '이']	0
['남편', '아이', '내게', '거짓말', '것', '알', '되']	4
['간호사', '가족', '있', '때', '간호', '주', '것', '같']	4
['신비', '놀라운', '일', '이']	0
['운동', '살', '빠지', '몰라']	2
['부부', '싸움', '했', '풀', '출근', '내', '참', '했', '후회']	5
['용돈', '부족', '아르바이트', '해야', '할', '것', '같']	4
['누나', '시험', '보', '온', '날', '누구', '얘기', '꺼내', '힘들', '조심']	3
['친구', '결혼', '해서', '일', '하', '않', '돈', '쓰', '살']	4
['아내', '무릎', '수술', '지', '얼마', '되', '않', '복지', '관', '놀', '나가', '모습', '보였']	1
['아이', '학교', '보내', '남편', '영화', '보', '왔', '좋']	0
['남편', '아이', '큰', '소리', '화', '내', '너', '실망', '했', '하']	1
['된', '일', '거절', '건데', '괴롭히', '걸까']	4
['김', '씨', '때문', '화', '나']	2
['정부', '지원', '받', '싶', '신청', '기준', '맞', '않', '살', '걱정']	5
['부동산', '합리', '인', '가격', '제시', '땅', '팔', '전화', '오', '아내', '반대', '화', '나']	2
['생각', '취업', '되', '기뻐']	0
['남편', '죄책감', '들']	1
['아들', '돈', '빌려', '달', '하', '저번', '빌려', '줬', '내', '현금', '인출', '아니', '해']	4
['요즘', '고민', '많', '우울']	3
['동생', '철없', '행동', '할', '때', '보여']	2
['아침', '과식', '해서', '회의', '도중', '트림', '해', '버렸', '쥐구멍', '숨', '싶']	1
['늙', '가', '내', '아이', '미안', '마음', '들']	1
['힘들', '나', '이것', '되', '거', '지']	5
['올해', '아들', '성인', '되', '부자지간', '술자리', '가져볼', '수', '있', '되']	0
['만', '보', '걸']	0
['상사', '눈', '들려', '했', '동기', '승진', '해서', '외로운', '기분', '들']	1
['시어머니', '전화', '왔었']	2
['노인정', '사람', '감사', '내', '수술비', '보태', '돈', '주']	0
['집', '들어왔', '도둑', '들', '비싼', '귀금속', '훔쳐', '갔']	2
['옆', '자리', '동료', '혐오', '자기', '났', '모두', '바보', '취급']	1
['해고', '동기', '생각', '화', '나', '참']	2
['육', '개월', '만', '돈', '갚', '일', '마을', '돈', '늦', '갚', '사람', '되', '버렸', '부끄러워']	1
['남편', '빙판길', '걷', '넘어졌', '봐', '병원', '가', '길', '이']	3
['결혼식', '내', '좋', '하', '가수', '축가', '불러', '주', '했', '기뻐']	0
['얼마', '전', '조직', '검사', '했', '걱정']	3
['중요', '프로젝트', '발표', '있', '자신', '있']	0
['내', '장례식', '찾아오', '사람', '없', '것', '같', '생각', '요즘', '들']	4
['병', '보험료', '지원', '된', '대서', '병', '원비', '나왔', '돈', '써서', '힘들']	3
['옆집', '박', '씨', '나', '도움', '주', '고마운', '사람', '이']	0
['아들', '여자', '친구', '만날', '시간', '있', '병원', '있', '엄마', '보', '시간', '없', '봐']	4
['과장', '나', '차별', '것', '같', '기분', '나빠']	2
['위', '수술', '때문', '금식', '중', '인데', '소리', '나', '아내', '배고프', '물', '봤']	1
['폐결핵', '걸린', '적', '있', '후유증', '뭘', '해도', '숨', '차']	3
['남편', '바람', '피우', '여자', '내', '앞', '데리', '와서', '이혼', '했']	2
['나', '자신', '싫', '비만', '이', '건강', '좋', '게을러서', '관리', '해']	1
['새롭', '들어간', '대학교', '동아리', '친구', '만들', '만족']	0
['얼마', '전', '병원', '갔', '내', '암', '걸렸', '거', '야', '고민', '많']	3
['얼마', '건강', '검진', '받', '아내', '종양', '발견', '아내', '나', '하늘', '무너지', '것', '같']	0
['손자', '내', '눈', '보', '놀릴까', '봐', '손자', '만날', '때', '선글라스', '써']	3
['퇴근', '교통사고', '나', '머리', '마비', '된', '거', '해']	3
['건강', '검진', '결과', '나왔', '내', '암', '이', '건강', '관리', '했']	4
['자식', '죄', '야', '원망', '마음', '아파']	4
['년', '전', '노후', '준비', '건축', '아파트', '하나', '매입']	0
['갱년기', '때문', '더워서', '그런지', '신경질', '나']	4
['출장', '간', '남편', '갔', '여', '직원', '바람', '피', '않', '걱정', '불안']	3
['것', '기억', '하', '치매', '아닌가', '불안']	3
['회사', '정리', '해고', '당했']	1
['평생', '한', '가게', '접', '할', '거', '같']	5
['여자', '친구', '헤어지', '싫', '데', '힘드']	5
['퇴직금', '모아', '둔', '돈', '보태', '고향', '땅', '멋진', '주택', '지']	0
['약', '챙겨', '먹', '텔레비전', '봤', '요즘', '뉴스', '보', '이상', '사람', '많', '거', '같']	3
['이번', '승진', '것', '이', '확신', '탈락']	3
['이유', '괴롭히', '직장', '상사', '때문', '화', '나']	2
['내일', '학교', '가', '괴롭힘', '당할', '생각', '하', '죽', '싶']	5
['신혼', '행복', '않']	5
['친구', '크', '싸웠', '난', '친구', '놀', '수', '없', '거', '야']	2
['복권', '당첨', '건', '어떻', '알', '아', '돈', '빌려', '달래', '성가셔', '죽']	2
['얼마', '전', '나', '믿', '주', '여자', '친구', '나쁜', '거짓말', '해서', '마음', '걸려']	1
['나', '대학원', '입학']	0
['친구', '필기', '노트', '빌려', '달', '나', '빌려', '주', '싫', '거절', '할지', '모르']	3
['내', '연애', '사실', '친구', '비밀', '했었', '들통', '났']	0
['얼마', '전', '교통', '단속', '걸렸', '뭐', '야']	4
['우리', '아들', '도박', '빚', '져서', '내', '적금', '깨', '보냈', '내', '아들', '이', '힘들']	2
['상사', '치이', '후배', '치이', '힘들']	3
['언니', '오빠', '생일', '이', '용돈', '주', '선물', '줬']	0
['팀', '프로젝트', '하', '나', '빼', '퇴근', '버려진', '기분', '이']	4
['나이', '들', '들', '가족', '최고', '라는', '생각', '들']	0
['들', '건데', '일', '주일', '약', '먹', '폐결핵', '완치']	0
['나', '관한', '좋', '소문', '들', '대처', '것', '현명', '방법', '인지', '고민', '중', '이']	2
['내', '해', '왔', '일', '그만두', '나', '뭐', '해야', '할까']	3
['간', '질환', '치료', '못하', '합병증', '온다는', '진단', '받']	1
['요즘', '코로나', '인해', '경제', '어려워져서', '연애', '하', '삶', '구역', '이']	2
['상사', '나', '어려운', '업무', '나눠', '주', '짜증', '나', '야근', '힘들']	2
['나', '보호자', '없', '외롭']	4
['내', '뇌출혈', '입원', '되', '친구', '가족', '돌아갈', '거', '야']	0
['나', '표정', '친구', '오해', '줄까', '걱정', '웃', '연습', '하', '있']	3
['나가', '지출', '많', '스트레스', '받']	3
['의사', '암', '가족력', '일', '수', '있', '말']	1
['나', '친구', '대해야', '할지', '모르']	1
['나', '돈', '있', '부족', '도움', '줄', '딸', '있', '다행', '이']	0
['폐', '좋', '않', '옆', '친구', '담배', '피워서', '화', '나']	2
['기초', '생활', '수급', '생계', '유지', '왔', '병', '원비', '생겨', '것', '같']	3
['나', '남자', '친구', '헤어지', '싶', '방법', '없']	2
['옆집', '김', '씨', '심장', '마비', '아닌', '우울증', '자살', '거', '라는', '소식', '들으니', '혼란']	1
['학교', '선생', '달려와', '주', '애', '날', '때렸']	0
['상사', '번', '많', '업무', '쏟아지', '머리', '마비', '되']	5
['아내', '다퉜', '아내', '사람', '재혼', '기회', '생기', '나와', '이혼', '거', '야']	5
['남편', '긴', '암', '투병', '끝', '세상', '떴', '내', '챙겨', '줬', '했', '하', '마음', '들']	1
['회사', '상사', '꾸지람', '듣', '보', '자신', '하락']	5
['친구', '패스트푸드', '점', '턱', '산다고', '하', '부끄럼', '당했']	1
['달리기', '한다고', '체육', '대회', '때', '계주', '뽑혔', '나', '주목', '받', '싫']	1
['동네', '사', '십', '년', '지기', '친구', '나', '건강', '있', '것', '같', '감사']	0
['일', '하', '어릴', '때', '내', '건강', '해서', '나이', '드', '몸', '아파서', '서러워']	5
['내', '신부전', '있', '아들', '신장', '받', '하', '미안', '아들', '얼굴', '볼', '수', '없']	5
['살', '살', '나이', '먹', '죽음', '대해', '생각', '되']	3
['이번', '맡', '프로젝트', '내', '유형', '맡', '봐서', '해결', '거', '야']	0
['요즘', '노후', '준비', '머리', '가슴', '우리', '시누이', '노후', '준비', '되', '있', '하', '질투', '나']	4
['집', '갈', '때', '성적', '얘기', '해']	2
['나쁜', '친구', '어울리', '부모', '속상하', '해서']	5
['반', '공부', '하', '애', '있', '데', '비싼', '과외', '받', '그래']	1
['따라', '우울']	5
['경로당', '갔', '맹구', '할머니', '싸웠', '나', '빼', '선물', '돌렸', '화', '나']	2
['나이', '있', '해서', '아내', '건강', '검진', '결과', '좋', '않', '하', '겁', '나', '불안']	3
['감기', '나', '다행', '이']	0
['남편', '말', '조심']	3
['돈', '빌려', '줬', '받']	4
['항암', '치료', '하', '자식', '놈', '놀라']	3
['출산', '후', '아기', '보', '아내', '보', '눈물', '났', '고생', '걸', '생각', '슬퍼']	5
['아내', '혈압', '때문', '술', '끊', '했', '나와서', '한잔', '걸쳤']	3
['결혼', '난', '뒤', '행복', '할', '줄', '알', '출산', '후', '삶', '힘들']	4
['내', '자녀', '대학', '합격', '건강', '자라', '줘서', '고마운', '거', '알', '그러', '보', '나', '오', '십', '바라보']	0
['아들', '녀석', '잔소리', '지켜보', '집사람', '아들', '편', '들']	4
['요즘', '나이', '들', '그런지', '기력', '없']	4
['엄마', '고기반찬', '해', '놔서', '집', '가', '싶']	2
['직장', '없', '결혼', '하', '건가']	5
['부모', '잔소리', '틀', '박힌', '소리', '같', '듣', '싫']	2
['어렸', '적', '친구', '멀', '지', '것', '같', '눈물', '나']	5
['내', '업무', '아닌', '일', '사수', '시키', '성가', '셔']	2
['유학', '생활', '중', '인데', '여기', '현지', '사람', '친해져서', '여유', '생기']	0
['선생', '부모', '오', '수', '있', '물', '봤', '뭔가', '불안']	3
['가까운', '친구', '결혼', '했', '전', '볼', '수', '없', '보', '외로운', '기분', '들', '나', '새로운', '인연', '만나', '연애', '싶', '주변', '힘드']	1
['최근', '창업', '친구', '대박', '났', '이야기', '들']	1
['카네이션', '만들', '드렸', '엄마', '라며', '버리', '하', '속상해']	4
['돈', '없', '내', '병', '들', '줄', '몰랐', '현실', '화', '나']	2
['선생', '내', '숙제', '반', '공개', '웃음거리', '만들']	5
['태풍', '심해서', '추수', '될지', '회의', '이']	3
['은퇴', '삼', '개월', '남', '승진', '시켜', '준다니', '화', '나']	2
['작', '아들', '이번', '공무원', '시험', '떨어졌', '나', '합격', '거', '라고', '믿']	0
['요즘', '가족', '실망', '일', '생기']	5
['결혼', '나', '마음', '편안']	0
['대학교', '졸업', '했', '친척', '결혼', '할', '생각', '이', '물', '봐']	1
['시험', '봤', '답', '밀려', '썼', '봐', '말', '되', '점수', '나왔']	5
['나', '일', '있', '기분', '좋']	4
['식단', '관리', '하', '운동', '했', '당뇨', '합병증', '걸렸']	4
['보람찬', '하루', '였']	0
['심부', '전증', '수술', '후', '막', '깼', '통증', '심해']	4
['건강', '일', '수', '있', '돈', '벌', '수', '있', '아내', '부러워']	4
['이', '십', '년', '후', '부부', '적정', '생활비', '이', '백', '사', '십', '만', '원', '정도', '혼자', '일', '때', '적정', '생활비', '백', '팔', '십', '만', '원', '정도', '들', '것', '이', '예상', '뉴스', '들']	3
['공부', '적성', '맞', '줄', '알', '하', '싶', '일', '생겨서', '혼란']	1
['팀원', '싸움', '붙', '내', '중간', '대처', '할지', '모르']	1
['나', '많', '돈', '버', '것', '내', '살린', '사람', '내게', '감사', '하', '모습', '보', '게', '기뻐']	0
['친구', '내', '건강', '난', '언제', '아파질', '지', '걱정']	3
['직장', '옮겼', '겉돌', '있', '기분', '이', '해야', '할지', '모르']	1
['나', '힘들', '친구', '다투', '것', '같']	5
['주말', '아내', '드라이브', '외식', '여유', '일상', '좋']	0
['내', '기분', '들']	1
['회사', '스카우트', '제의', '받', '해야', '할지', '모르']	1
['신랑', '보증', '서', '재산', '날리', '생겼', '화', '나']	2
['친구', '내기', '했', '내', '졌']	2
['김', '씨', '죽', '충격', '큰', '데', '장례식', '부조', '얼마', '하', '못해서', '마음', '좋', '않']	4
['여자', '친구', '생겼', '물', '보', '부모', '당황', '마음', '역정', '냈']	1
['상사', '제출', '서류', '확인', '해서', '화', '나']	2
['입사', '지', '오', '년', '지나', '그런지', '입사', '때', '일', '처리', '속도', '여유']	0
['남편', '세상', '떠나', '나', '나', '혼자', '인', '거', '같', '앞', '살', '하나', '가슴']	5
['내', '무리', '건가', '싶', '안달', '나', '것', '같']	2
['자식', '나와', '남편', '지원', '받', '것', '생각', '속상해']	5
['최근', '체중', '빠져서', '건강', '검진', '받', '가', '게', '두려워']	3
